WK	Angle	Energy	AL	N	W	RYield+Offset	RYield
46	45.000	32.442	0.728	0.272	0.000	4.11554e-26	4.11554e-26
26	45.000	32.693	0.694	0.306	-0.000	0	0
17	45.000	33.916	0.717	0.283	-0.000	0	0
25	45.000	34.340	0.711	0.289	0.000	1.79445e-26	1.79445e-26
32	45.000	35.460	0.701	0.299	0.000	3.88311e-26	3.88311e-26
24	45.000	36.400	0.710	0.290	-0.000	0	0
84	45.000	37.406	0.706	0.294	0.000	8.39181e-27	8.39181e-27
60	45.000	37.615	0.714	0.286	-0.000	0	0
15	45.000	37.725	0.716	0.284	0.000	5.36303e-26	5.36303e-26
30	45.000	37.785	0.716	0.284	-0.000	0	0
75	45.000	37.790	0.714	0.286	0.000	3.20506e-25	3.20506e-25
45	45.000	37.830	0.716	0.284	-0.000	0	0
0	45.000	37.860	0.716	0.284	0.000	3.05385e-25	3.05385e-25
54	45.000	38.891	0.702	0.298	-0.000	0	0
19	45.000	38.918	0.698	0.302	0.000	8.88154e-28	8.88154e-28
9	45.000	39.314	0.702	0.298	-0.000	0	0
47	45.000	39.470	0.688	0.312	0.000	8.39135e-26	8.39135e-26
50	45.000	39.628	0.702	0.298	0.000	3.84906e-25	3.84906e-25
80	45.000	39.687	0.706	0.294	0.000	7.28775e-25	7.28775e-25
39	45.000	39.954	0.705	0.295	0.000	1.82379e-26	1.82379e-26
5	45.000	40.898	0.698	0.302	0.000	2.51329e-25	2.51329e-25
65	45.000	41.573	0.698	0.302	0.000	4.09774e-25	4.09774e-25
34	45.000	41.674	0.698	0.302	0.000	1.45981e-25	1.45981e-25
49	45.000	42.168	0.695	0.305	0.000	1.23383e-25	1.23383e-25
81	45.000	42.402	0.703	0.297	0.000	4.83582e-25	4.83582e-25
8	45.000	42.434	0.704	0.296	0.000	5.7308e-25	5.7308e-25
83	45.000	42.629	0.700	0.300	0.000	1.37829e-24	1.37829e-24
73	45.000	42.648	0.766	0.234	0.000	6.84029e-26	6.84029e-26
33	45.000	42.651	0.690	0.310	-0.000	0	0
88	45.000	42.720	0.757	0.243	0.000	5.72273e-26	5.72273e-26
28	45.000	42.936	0.760	0.240	-0.000	0	0
43	45.000	42.944	0.761	0.239	-0.000	0	0
23	45.000	43.011	0.699	0.301	0.000	2.82274e-25	2.82274e-25
20	45.000	43.101	0.694	0.306	-0.000	0	0
13	45.000	43.240	0.756	0.244	0.000	9.91221e-27	9.91221e-27
58	45.000	43.296	0.751	0.249	0.000	8.06186e-27	8.06186e-27
6	45.000	43.366	0.701	0.299	-0.000	0	0
53	45.000	43.372	0.699	0.301	-0.000	0	0
7	45.000	43.609	0.698	0.302	-0.000	0	0
35	45.000	43.649	0.699	0.301	-0.000	0	0
82	45.000	43.920	0.697	0.303	0.000	9.86291e-26	9.86291e-26
38	45.000	44.011	0.699	0.301	-0.000	0	0
68	45.000	44.532	0.696	0.304	0.000	7.99078e-25	7.99078e-25
69	45.000	44.549	0.692	0.308	0.000	2.53541e-25	2.53541e-25
18	45.000	44.896	0.690	0.310	-0.000	0	0
51	45.000	45.629	0.696	0.304	-0.000	0	0
55	45.000	46.305	0.686	0.314	0.000	4.57956e-26	4.57956e-26
27	45.000	46.370	0.718	0.282	-0.000	0	0
48	45.000	47.069	0.682	0.318	0.000	2.27532e-25	2.27532e-25
12	45.000	47.818	0.726	0.274	0.000	1.78401e-26	1.78401e-26
36	45.000	48.423	0.692	0.308	-0.000	0	0
40	45.000	48.734	0.693	0.307	0.000	5.23214e-24	5.23214e-24
74	45.000	49.368	0.732	0.268	0.000	5.68391e-26	5.68391e-26
89	45.000	49.440	0.732	0.268	0.000	4.49543e-26	4.49543e-26
29	45.000	49.584	0.733	0.267	0.000	7.93167e-27	7.93167e-27
44	45.000	49.632	0.733	0.267	0.000	6.65789e-28	6.65789e-28
14	45.000	49.816	0.731	0.269	0.000	6.96095e-27	6.96095e-27
59	45.000	49.848	0.731	0.269	0.000	9.57313e-27	9.57313e-27
4	45.000	50.471	0.684	0.316	0.000	4.3756e-24	4.3756e-24
52	45.000	50.686	0.692	0.308	-0.000	0	0
61	45.000	50.900	0.724	0.276	0.000	2.7729e-25	2.7729e-25
76	45.000	51.220	0.732	0.268	0.000	3.31265e-25	3.31265e-25
16	45.000	51.312	0.733	0.267	-0.000	0	0
31	45.000	51.664	0.731	0.269	0.000	7.26517e-26	7.26517e-26
41	45.000	51.681	0.675	0.325	-0.000	0	0
1	45.000	51.836	0.728	0.272	0.000	4.18949e-26	4.18949e-26
46	45.000	52.128	0.728	0.272	0.000	1.56358e-25	1.56358e-25
57	45.000	52.746	0.703	0.297	0.000	8.79489e-26	8.79489e-26
42	45.000	52.762	0.709	0.291	-0.000	0	0
2	45.000	52.794	0.672	0.328	-0.000	0	0
87	45.000	53.946	0.693	0.307	0.000	4.14994e-25	4.14994e-25
10	45.000	54.299	0.668	0.332	0.000	1.44603e-25	1.44603e-25
37	45.000	55.094	0.668	0.332	0.000	2.53405e-24	2.53405e-24
26	45.000	55.946	0.694	0.306	-0.000	0	0
17	45.000	56.596	0.717	0.283	-0.000	0	0
11	45.000	57.197	0.654	0.346	0.000	9.99518e-26	9.99518e-26
66	45.000	57.368	0.666	0.334	-0.000	0	0
25	45.000	57.692	0.711	0.289	0.000	1.14991e-25	1.14991e-25
21	45.000	58.258	0.660	0.340	0.000	4.01015e-23	4.01015e-23
79	45.000	58.281	0.651	0.349	-0.000	0	0
73	45.000	58.641	0.766	0.234	0.000	3.06557e-25	3.06557e-25
88	45.000	58.740	0.757	0.243	0.000	2.56953e-25	2.56953e-25
28	45.000	59.037	0.760	0.240	-0.000	0	0
43	45.000	59.048	0.761	0.239	-0.000	0	0
24	45.000	59.326	0.710	0.290	-0.000	0	0
13	45.000	59.455	0.756	0.244	0.000	4.59894e-26	4.59894e-26
58	45.000	59.532	0.751	0.249	0.000	3.74704e-26	3.74704e-26
32	45.000	59.676	0.701	0.299	0.000	2.69992e-25	2.69992e-25
56	45.000	59.745	0.641	0.359	0.000	5.91862e-25	5.91862e-25
60	45.000	60.184	0.714	0.286	-0.000	0	0
15	45.000	60.360	0.716	0.284	0.000	3.43693e-25	3.43693e-25
30	45.000	60.456	0.716	0.284	-0.000	0	0
75	45.000	60.464	0.714	0.286	0.000	2.06027e-24	2.06027e-24
45	45.000	60.528	0.716	0.284	-0.000	0	0
0	45.000	60.576	0.716	0.284	0.000	1.97224e-24	1.97224e-24
84	45.000	61.394	0.706	0.294	0.000	5.85526e-26	5.85526e-26
54	45.000	64.226	0.702	0.298	-0.000	0	0
50	45.000	64.252	0.702	0.298	0.000	2.82699e-24	2.82699e-24
80	45.000	64.494	0.706	0.294	0.000	5.41644e-24	5.41644e-24
27	45.000	64.841	0.718	0.282	-0.000	0	0
19	45.000	65.018	0.698	0.302	0.000	7.04542e-27	7.04542e-27
9	45.000	65.090	0.702	0.298	-0.000	0	0
67	45.000	66.169	0.637	0.363	-0.000	0	0
39	45.000	66.432	0.705	0.295	0.000	1.47927e-25	1.47927e-25
72	45.000	66.481	0.631	0.369	0.000	2.92137e-24	2.92137e-24
5	45.000	66.794	0.698	0.302	0.000	1.9757e-24	1.9757e-24
12	45.000	66.973	0.726	0.274	0.000	1.07484e-25	1.07484e-25
47	45.000	67.628	0.688	0.312	0.000	7.33642e-25	7.33642e-25
74	45.000	67.881	0.732	0.268	0.000	3.39578e-25	3.39578e-25
89	45.000	67.980	0.732	0.268	0.000	2.69121e-25	2.69121e-25
29	45.000	68.178	0.733	0.267	0.000	4.77089e-26	4.77089e-26
44	45.000	68.244	0.733	0.267	0.000	4.01e-27	4.01e-27
65	45.000	68.270	0.698	0.302	0.000	3.344e-24	3.344e-24
14	45.000	68.497	0.731	0.269	0.000	4.21098e-26	4.21098e-26
81	45.000	68.502	0.703	0.297	0.000	3.84814e-24	3.84814e-24
59	45.000	68.541	0.731	0.269	0.000	5.79573e-26	5.79573e-26
8	45.000	69.044	0.704	0.296	0.000	4.66747e-24	4.66747e-24
83	45.000	69.536	0.700	0.300	0.000	1.13511e-23	1.13511e-23
61	45.000	70.043	0.724	0.276	0.000	1.43235e-24	1.43235e-24
23	45.000	70.248	0.699	0.301	0.000	2.37033e-24	2.37033e-24
6	45.000	70.408	0.701	0.299	-0.000	0	0
76	45.000	70.483	0.732	0.268	0.000	1.65122e-24	1.65122e-24
34	45.000	70.522	0.698	0.302	0.000	1.32551e-24	1.32551e-24
16	45.000	70.626	0.733	0.267	-0.000	0	0
7	45.000	70.840	0.698	0.302	-0.000	0	0
53	45.000	70.912	0.699	0.301	-0.000	0	0
31	45.000	71.152	0.731	0.269	0.000	3.46884e-25	3.46884e-25
20	45.000	71.262	0.694	0.306	-0.000	0	0
1	45.000	71.378	0.728	0.272	0.000	1.96418e-25	1.96418e-25
49	45.000	71.442	0.695	0.305	0.000	1.16095e-24	1.16095e-24
82	45.000	71.454	0.697	0.303	0.000	8.61349e-25	8.61349e-25
22	45.000	71.464	0.628	0.372	0.000	9.2363e-23	9.2363e-23
46	45.000	71.814	0.728	0.272	0.000	7.15449e-25	7.15449e-25
38	45.000	72.244	0.699	0.301	-0.000	0	0
35	45.000	72.356	0.699	0.301	-0.000	0	0
64	45.000	72.773	0.619	0.381	0.000	1.43974e-23	1.43974e-23
68	45.000	73.386	0.696	0.304	0.000	7.62757e-24	7.62757e-24
33	45.000	73.992	0.690	0.310	-0.000	0	0
57	45.000	74.361	0.703	0.297	0.000	4.18668e-25	4.18668e-25
42	45.000	74.425	0.709	0.291	-0.000	0	0
51	45.000	74.936	0.696	0.304	-0.000	0	0
69	45.000	75.746	0.692	0.308	0.000	2.73371e-24	2.73371e-24
87	45.000	76.236	0.693	0.307	0.000	1.83153e-24	1.83153e-24
18	45.000	78.490	0.690	0.310	-0.000	0	0
26	45.000	79.199	0.694	0.306	-0.000	0	0
17	45.000	79.276	0.717	0.283	-0.000	0	0
77	45.000	79.844	0.603	0.397	-0.000	0	0
36	45.000	80.538	0.692	0.308	-0.000	0	0
25	45.000	81.044	0.711	0.289	0.000	4.20646e-25	4.20646e-25
55	45.000	81.552	0.686	0.314	0.000	5.92289e-25	5.92289e-25
24	45.000	82.252	0.710	0.290	-0.000	0	0
48	45.000	82.748	0.682	0.318	0.000	2.98704e-24	2.98704e-24
60	45.000	82.753	0.714	0.286	-0.000	0	0
15	45.000	82.995	0.716	0.284	0.000	1.09659e-24	1.09659e-24
30	45.000	83.127	0.716	0.284	-0.000	0	0
75	45.000	83.138	0.714	0.286	0.000	6.56007e-24	6.56007e-24
45	45.000	83.226	0.716	0.284	-0.000	0	0
0	45.000	83.292	0.716	0.284	0.000	6.26448e-24	6.26448e-24
32	45.000	83.892	0.701	0.299	0.000	9.35749e-25	9.35749e-25
52	45.000	84.994	0.692	0.308	-0.000	0	0
84	45.000	85.382	0.706	0.294	0.000	1.8929e-25	1.8929e-25
40	45.000	86.480	0.693	0.307	0.000	7.38479e-23	7.38479e-23
4	45.000	88.052	0.684	0.316	0.000	5.51097e-23	5.51097e-23
50	45.000	88.876	0.702	0.298	0.000	8.58953e-24	8.58953e-24
80	45.000	89.301	0.706	0.294	0.000	1.6439e-23	1.6439e-23
54	45.000	89.561	0.702	0.298	-0.000	0	0
9	45.000	90.866	0.702	0.298	-0.000	0	0
19	45.000	91.118	0.698	0.302	0.000	2.19232e-26	2.19232e-26
5	45.000	92.690	0.698	0.302	0.000	5.86431e-24	5.86431e-24
39	45.000	92.910	0.705	0.295	0.000	4.49181e-25	4.49181e-25
37	45.000	93.806	0.668	0.332	0.000	1.80031e-23	1.80031e-23
41	45.000	93.912	0.675	0.325	-0.000	0	0
2	45.000	94.278	0.672	0.328	-0.000	0	0
81	45.000	94.602	0.703	0.297	0.000	1.10809e-23	1.10809e-23
85	45.000	94.902	0.591	0.409	-0.000	0	0
65	45.000	94.967	0.698	0.302	0.000	9.82827e-24	9.82827e-24
8	45.000	95.654	0.704	0.296	0.000	1.3471e-23	1.3471e-23
47	45.000	95.786	0.688	0.312	0.000	2.27041e-24	2.27041e-24
83	45.000	96.443	0.700	0.300	0.000	3.27167e-23	3.27167e-23
6	45.000	97.450	0.701	0.299	-0.000	0	0
23	45.000	97.485	0.699	0.301	0.000	6.75459e-24	6.75459e-24
10	45.000	97.544	0.668	0.332	0.000	1.23843e-24	1.23843e-24
7	45.000	98.071	0.698	0.302	-0.000	0	0
66	45.000	98.450	0.666	0.334	-0.000	0	0
53	45.000	98.452	0.699	0.301	-0.000	0	0
82	45.000	98.988	0.697	0.303	0.000	2.35066e-24	2.35066e-24
34	45.000	99.370	0.698	0.302	0.000	3.87505e-24	3.87505e-24
20	45.000	99.423	0.694	0.306	-0.000	0	0
21	45.000	100.210	0.660	0.340	0.000	2.45833e-22	2.45833e-22
38	45.000	100.477	0.699	0.301	-0.000	0	0
49	45.000	100.716	0.695	0.305	0.000	3.3105e-24	3.3105e-24
35	45.000	101.063	0.699	0.301	-0.000	0	0
68	45.000	102.240	0.696	0.304	0.000	2.0193e-23	2.0193e-23
79	45.000	103.800	0.651	0.349	-0.000	0	0
51	45.000	104.243	0.696	0.304	-0.000	0	0
11	45.000	104.876	0.654	0.346	0.000	7.57626e-25	7.57626e-25
33	45.000	105.333	0.690	0.310	-0.000	0	0
69	45.000	106.943	0.692	0.308	0.000	7.18673e-24	7.18673e-24
62	45.000	109.786	0.580	0.420	-0.000	0	0
56	45.000	109.968	0.641	0.359	0.000	4.09276e-24	4.09276e-24
18	45.000	112.084	0.690	0.310	-0.000	0	0
36	45.000	112.653	0.692	0.308	-0.000	0	0
67	45.000	115.948	0.637	0.363	-0.000	0	0
55	45.000	116.799	0.686	0.314	0.000	1.48806e-24	1.48806e-24
3	45.000	117.824	0.579	0.421	0.000	2.12689e-22	2.12689e-22
48	45.000	118.427	0.682	0.318	0.000	7.39176e-24	7.39176e-24
52	45.000	119.302	0.692	0.308	-0.000	0	0
72	45.000	123.610	0.631	0.369	0.000	1.74513e-23	1.74513e-23
40	45.000	124.226	0.693	0.307	0.000	1.78196e-22	1.78196e-22
4	45.000	125.633	0.684	0.316	0.000	1.29285e-22	1.29285e-22
22	45.000	126.544	0.628	0.372	0.000	4.47212e-22	4.47212e-22
37	45.000	132.518	0.668	0.332	0.000	3.97408e-23	3.97408e-23
64	45.000	132.794	0.619	0.381	0.000	7.05934e-23	7.05934e-23
2	45.000	135.762	0.672	0.328	-0.000	0	0
41	45.000	136.143	0.675	0.325	-0.000	0	0
66	45.000	139.532	0.666	0.334	-0.000	0	0
10	45.000	140.789	0.668	0.332	0.000	2.79023e-24	2.79023e-24
21	45.000	142.162	0.660	0.340	0.000	5.28325e-22	5.28325e-22
86	45.000	144.956	0.562	0.438	0.000	2.31955e-23	2.31955e-23
77	45.000	148.484	0.603	0.397	-0.000	0	0
79	45.000	149.319	0.651	0.349	-0.000	0	0
11	45.000	152.555	0.654	0.346	0.000	1.38506e-07	1.38506e-07
56	45.000	160.191	0.641	0.359	0.000	4.1514e-07	4.1514e-07
67	45.000	165.727	0.637	0.363	-0.000	5.87969e-07	5.87969e-07
85	45.000	178.860	0.591	0.409	-0.000	0	0
72	45.000	180.739	0.631	0.369	0.000	9.3903e-07	9.3903e-07
22	45.000	181.624	0.628	0.372	0.000	8.747e-07	8.747e-07
78	45.000	190.282	0.550	0.450	-0.000	0	0
64	45.000	192.815	0.619	0.381	0.000	8.1342e-07	8.1342e-07
70	45.000	205.419	0.552	0.448	0.000	6.10873e-23	6.10873e-23
62	45.000	208.420	0.580	0.420	-0.000	0	0
77	45.000	217.124	0.603	0.397	-0.000	1.13025e-07	1.13025e-07
3	45.000	224.264	0.579	0.421	0.000	5.87733e-22	5.87733e-22
63	45.000	240.309	0.553	0.447	0.000	5.02669e-23	5.02669e-23
85	45.000	262.818	0.591	0.409	-0.000	4.90526e-07	4.90526e-07
86	45.000	280.520	0.562	0.438	0.000	9.86088e-07	9.86088e-07
62	45.000	307.054	0.580	0.420	-0.000	2.05758e-06	2.05758e-06
3	45.000	330.704	0.579	0.421	0.000	2.8845e-06	2.8845e-06
71	45.000	334.799	0.541	0.459	-0.000	2.38369e-06	2.38369e-06
78	45.000	369.316	0.550	0.450	-0.000	3.59116e-06	3.59116e-06
70	45.000	399.930	0.552	0.448	0.000	4.56263e-06	4.56263e-06
86	45.000	416.084	0.562	0.438	0.000	5.36643e-06	5.36643e-06
63	45.000	469.404	0.553	0.447	0.000	6.69736e-06	6.69736e-06
78	45.000	548.350	0.550	0.450	-0.000	6.94241e-06	6.94241e-06
70	45.000	594.441	0.552	0.448	0.000	6.45814e-06	6.45814e-06
71	45.000	660.218	0.541	0.459	-0.000	5.22614e-06	5.22614e-06
63	45.000	698.499	0.553	0.447	0.000	5.2075e-06	5.2075e-06
71	45.000	985.637	0.541	0.459	-0.000	1.56708e-06	1.56708e-06
